id	station	date	since	till	duration	repetition	title	moderators	description
18470280	plus	2023-02-02	16:33:30	16:59:18	00:25:48	True	Interview Plus	Jan Bumba	Andrea Procházková, zástupkyně šéfredaktora týdeníku Respekt. Premiér Petr Fiala po návštěvě ministerstva spravedlnosti zopakoval, že dosluhující prezident Miloš Zeman by neměl jmenovat nového předsedu Ústavního soudu. Prezident Zeman naopak trvá na tom, že mu několik představitelů české justice řeklo, že to udělat může. Proč by to ale dělal? Čeká Českou republiku složitá právní bitva o to, kdo bude šéfovat nejvyšší soudní instanci v zemi? Moderuje Jan Bumba.
18470327	plus	2023-02-03	05:06:01	05:31:49	00:25:48	True	Interview Plus	Jan Bumba	Andrea Procházková, zástupkyně šéfredaktora týdeníku Respekt. Premiér Petr Fiala po návštěvě ministerstva spravedlnosti zopakoval, že dosluhující prezident Miloš Zeman by neměl jmenovat nového předsedu Ústavního soudu. Prezident Zeman naopak trvá na tom, že mu několik představitelů české justice řeklo, že to udělat může. Proč by to ale dělal? Čeká Českou republiku složitá právní bitva o to, kdo bude šéfovat nejvyšší soudní instanci v zemi? Moderuje Jan Bumba.
18470364	plus	2023-02-03	11:33:48	11:59:37	00:25:49	False	Interview Plus		Patrik Nacher, poslanec a zastupitel hlavního města Prahy za hnutí ANO. Hnutí ANO zůstává pro většinu ostatních politických stran problematickým partnerem. V opozici pravděpodobně skončí i v Praze, kde to ještě před pár týdny vypadalo na možnou dohodu s koalicí Spolu. Musí se ANO zbavit Andreje Babiše, aby zvýšilo svůj koaliční potenciál? Hostem Interview bude poslanec a zastupitel hlavního města Prahy za hnutí ANO Patrik Nacher.
18470393	plus	2023-02-03	16:33:31	16:59:20	00:25:49	True	Interview Plus		Patrik Nacher, poslanec a zastupitel hlavního města Prahy za hnutí ANO. Hnutí ANO zůstává pro většinu ostatních politických stran problematickým partnerem. V opozici pravděpodobně skončí i v Praze, kde to ještě před pár týdny vypadalo na možnou dohodu s koalicí Spolu. Musí se ANO zbavit Andreje Babiše, aby zvýšilo svůj koaliční potenciál? Hostem Interview bude poslanec a zastupitel hlavního města Prahy za hnutí ANO Patrik Nacher.
18470656	plus	2023-02-06	11:33:35	11:59:30	00:25:55	False	Interview Plus	Jan Bumba	Michal Šnobr, investor, podnikatel, menšinový akcionář společnosti ČEZ. Vládní návrh novely zákona o přeměnách obchodních společností přezdívaný Lex ČEZ vyvolal velké znepokojení nejen mezi menšinovými akcionáři, ale i právníky. Podle kritiků hrozí, že kabinet ve snaze ovládnout ČEZ poruší práva minoritních akcionářů a možná i Ústavu České republiky. Má ale vláda i jiné možnosti, pokud je jejím hlavním cílem zajistit dostatek elektrické energie za přijatelnou cenu? Moderuje Jan Bumba.
18470685	plus	2023-02-06	16:33:24	16:59:20	00:25:56	True	Interview Plus	Jan Bumba	Michal Šnobr, investor, podnikatel, menšinový akcionář společnosti ČEZ. Vládní návrh novely zákona o přeměnách obchodních společností přezdívaný Lex ČEZ vyvolal velké znepokojení nejen mezi menšinovými akcionáři, ale i právníky. Podle kritiků hrozí, že kabinet ve snaze ovládnout ČEZ poruší práva minoritních akcionářů a možná i Ústavu České republiky. Má ale vláda i jiné možnosti, pokud je jejím hlavním cílem zajistit dostatek elektrické energie za přijatelnou cenu? Moderuje Jan Bumba.
18470732	plus	2023-02-07	05:05:31	05:31:27	00:25:56	True	Interview Plus	Jan Bumba	Michal Šnobr, investor, podnikatel, menšinový akcionář společnosti ČEZ. Vládní návrh novely zákona o přeměnách obchodních společností přezdívaný Lex ČEZ vyvolal velké znepokojení nejen mezi menšinovými akcionáři, ale i právníky. Podle kritiků hrozí, že kabinet ve snaze ovládnout ČEZ poruší práva minoritních akcionářů a možná i Ústavu České republiky. Má ale vláda i jiné možnosti, pokud je jejím hlavním cílem zajistit dostatek elektrické energie za přijatelnou cenu? Moderuje Jan Bumba.
18470769	plus	2023-02-07	11:33:49	11:59:45	00:25:56	False	Interview Plus	Jan Bumba	Eva Lehečková, děkanka Filosofické fakulty Univerzity Karlovy. Studenti humanitních a sociálně vědních oborů si možná budou muset počkat na státnice a diplomy. Jejich učitelé totiž zvažují stávku kvůli nízkým platům. Proč se platy docentů či profesorů liší třeba o desítky tisíc podle toho, na jaké fakultě učí? Moderuje Jan Bumba.
18470798	plus	2023-02-07	16:33:20	16:59:18	00:25:58	True	Interview Plus	Jan Bumba	Eva Lehečková, děkanka Filosofické fakulty Univerzity Karlovy. Studenti humanitních a sociálně vědních oborů si možná budou muset počkat na státnice a diplomy. Jejich učitelé totiž zvažují stávku kvůli nízkým platům. Proč se platy docentů či profesorů liší třeba o desítky tisíc podle toho, na jaké fakultě učí? Moderuje Jan Bumba.
18470845	plus	2023-02-08	05:05:40	05:31:38	00:25:58	True	Interview Plus	Jan Bumba	Eva Lehečková, děkanka Filosofické fakulty Univerzity Karlovy. Studenti humanitních a sociálně vědních oborů si možná budou muset počkat na státnice a diplomy. Jejich učitelé totiž zvažují stávku kvůli nízkým platům. Proč se platy docentů či profesorů liší třeba o desítky tisíc podle toho, na jaké fakultě učí? Moderuje Jan Bumba.
18470882	plus	2023-02-08	11:33:38	12:00:00	00:26:22	False	Interview Plus	Jan Bumba	Jan Lenart, geolog, speleolog a organizátor vlastivědného festivalu Pestré vrstvy. Volby v České republice opakovaně ukazují, že lidé v méně prosperujících oblastech často volí protisystémové kandidáty. Nespokojenost se současnou politikou je vidět i na Ostravsku, které se kromě znečištěného ovzduší potýká také s vylidňováním. Mají mladí lidé důvod v Ostravě zůstávat a žít? Moderuje Jan Bumba.
18470911	plus	2023-02-08	16:33:19	16:59:17	00:25:58	True	Interview Plus	Jan Bumba	Jan Lenart, geolog, speleolog a organizátor vlastivědného festivalu Pestré vrstvy. Volby v České republice opakovaně ukazují, že lidé v méně prosperujících oblastech často volí protisystémové kandidáty. Nespokojenost se současnou politikou je vidět i na Ostravsku, které se kromě znečištěného ovzduší potýká také s vylidňováním. Mají mladí lidé důvod v Ostravě zůstávat a žít? Moderuje Jan Bumba.
18470954	plus	2023-02-09	05:05:40	05:31:38	00:25:58	True	Interview Plus	Jan Bumba	Jan Lenart, geolog, speleolog a organizátor vlastivědného festivalu Pestré vrstvy. Volby v České republice opakovaně ukazují, že lidé v méně prosperujících oblastech často volí protisystémové kandidáty. Nespokojenost se současnou politikou je vidět i na Ostravsku, které se kromě znečištěného ovzduší potýká také s vylidňováním. Mají mladí lidé důvod v Ostravě zůstávat a žít? Moderuje Jan Bumba.
18470991	plus	2023-02-09	11:33:36	11:59:15	00:25:39	False	Interview Plus	Jan Bumba	Tomáš Kocián, humanitární pracovník ze společnosti Člověk v tísni. Každá další zpráva přicházející z turecko-syrského pomezí odkrývá nový rozměr tragédie, ke které při zemětřesení došlo. Počty obětí nadále stoupají a ze světa přijíždějí záchranáři i humanitární pomoc. Jak zařídit, aby se co nejrychleji dostala k lidem, kteří ji potřebují? A jak dlouhodobá bude muset být? Moderuje Jan Bumba.
18471020	plus	2023-02-09	16:33:46	16:59:19	00:25:33	True	Interview Plus	Jan Bumba	Tomáš Kocián, humanitární pracovník ze společnosti Člověk v tísni. Každá další zpráva přicházející z turecko-syrského pomezí odkrývá nový rozměr tragédie, ke které při zemětřesení došlo. Počty obětí nadále stoupají a ze světa přijíždějí záchranáři i humanitární pomoc. Jak zařídit, aby se co nejrychleji dostala k lidem, kteří ji potřebují? A jak dlouhodobá bude muset být? Moderuje Jan Bumba.
18471067	plus	2023-02-10	05:05:18	05:30:51	00:25:33	True	Interview Plus	Jan Bumba	Tomáš Kocián, humanitární pracovník ze společnosti Člověk v tísni. Každá další zpráva přicházející z turecko-syrského pomezí odkrývá nový rozměr tragédie, ke které při zemětřesení došlo. Počty obětí nadále stoupají a ze světa přijíždějí záchranáři i humanitární pomoc. Jak zařídit, aby se co nejrychleji dostala k lidem, kteří ji potřebují? A jak dlouhodobá bude muset být? Moderuje Jan Bumba.
18471104	plus	2023-02-10	11:33:58	11:59:34	00:25:36	False	Interview Plus	Jan Bumba	Dominik Hašek, bývalý hokejový brankář a olympijský vítěz. Předseda Mezinárodního olympijského výboru Thomas Bach vyzval Ukrajinu, aby nehrozila bojkotem olympiády v roce 2024 kvůli možné účasti ruských sportovců. Výbor zvažuje, že by povolil Rusům soutěžit pod neutrální vlajkou. Může snaha dostat zpět do mezinárodních soutěží ruské reprezentanty narazit na odpor sportovců jiných zemí? Moderuje Jan Bumba.
18471133	plus	2023-02-10	16:33:41	16:59:19	00:25:38	True	Interview Plus	Jan Bumba	Dominik Hašek, bývalý hokejový brankář a olympijský vítěz. Předseda Mezinárodního olympijského výboru Thomas Bach vyzval Ukrajinu, aby nehrozila bojkotem olympiády v roce 2024 kvůli možné účasti ruských sportovců. Výbor zvažuje, že by povolil Rusům soutěžit pod neutrální vlajkou. Může snaha dostat zpět do mezinárodních soutěží ruské reprezentanty narazit na odpor sportovců jiných zemí? Moderuje Jan Bumba.
18471396	plus	2023-02-13	11:33:36	12:00:00	00:26:24	False	Interview Plus	Jan Bumba	Josef Holý, odborník na informační technologie, spoluautor podcast Kanárci v síti. Ve světě digitálních technologií dochází podle mnoha expertů k zásadní změně. Umělá inteligence může zcela převrátit způsob, jakým vyhledáváme informace na internetu, ale také dokáže generovat komplexní texty nebo malovat obrazy. Které profese budou umělou inteligenci využívat, a které kvůli ní zcela zaniknou? Kdo pohlídá, aby ji někdo nezneužil třeba k manipulaci veřejnosti? Moderuje Jan Bumba.
18471425	plus	2023-02-13	16:33:19	16:59:27	00:26:08	True	Interview Plus	Jan Bumba	Josef Holý, odborník na informační technologie, spoluautor podcast Kanárci v síti. Ve světě digitálních technologií dochází podle mnoha expertů k zásadní změně. Umělá inteligence může zcela převrátit způsob, jakým vyhledáváme informace na internetu, ale také dokáže generovat komplexní texty nebo malovat obrazy. Které profese budou umělou inteligenci využívat, a které kvůli ní zcela zaniknou? Kdo pohlídá, aby ji někdo nezneužil třeba k manipulaci veřejnosti? Moderuje Jan Bumba.
18471472	plus	2023-02-14	05:05:56	05:32:04	00:26:08	True	Interview Plus	Jan Bumba	Josef Holý, odborník na informační technologie, spoluautor podcast Kanárci v síti. Ve světě digitálních technologií dochází podle mnoha expertů k zásadní změně. Umělá inteligence může zcela převrátit způsob, jakým vyhledáváme informace na internetu, ale také dokáže generovat komplexní texty nebo malovat obrazy. Které profese budou umělou inteligenci využívat, a které kvůli ní zcela zaniknou? Kdo pohlídá, aby ji někdo nezneužil třeba k manipulaci veřejnosti? Moderuje Jan Bumba.
18471509	plus	2023-02-14	11:33:10	11:59:10	00:26:00	False	Interview Plus	Jan Bumba	Pavel Paidar, ředitel odboru přípravy staveb ve společnosti Správa železnic. Železniční most přes Vltavu na pražské Výtoni je podle expertů na hranici životnosti. Správa železnic je přesvědčena, že je nutné rychle postavit most nový, ale část veřejnosti usiluje o jeho zachování a rekonstrukci. V čem se liší obě varianty? A jak často naráží snaha o modernizaci železniční sítě na odpor veřejnosti? Moderuje Jan Bumba.
18471538	plus	2023-02-14	16:33:24	16:59:24	00:26:00	True	Interview Plus	Jan Bumba	Pavel Paidar, ředitel odboru přípravy staveb ve společnosti Správa železnic. Železniční most přes Vltavu na pražské Výtoni je podle expertů na hranici životnosti. Správa železnic je přesvědčena, že je nutné rychle postavit most nový, ale část veřejnosti usiluje o jeho zachování a rekonstrukci. V čem se liší obě varianty? A jak často naráží snaha o modernizaci železniční sítě na odpor veřejnosti? Moderuje Jan Bumba.
18471585	plus	2023-02-15	05:05:50	05:31:50	00:26:00	True	Interview Plus	Jan Bumba	Pavel Paidar, ředitel odboru přípravy staveb ve společnosti Správa železnic. Železniční most přes Vltavu na pražské Výtoni je podle expertů na hranici životnosti. Správa železnic je přesvědčena, že je nutné rychle postavit most nový, ale část veřejnosti usiluje o jeho zachování a rekonstrukci. V čem se liší obě varianty? A jak často naráží snaha o modernizaci železniční sítě na odpor veřejnosti? Moderuje Jan Bumba.
18471622	plus	2023-02-15	11:33:32	11:58:48	00:25:16	False	Interview Plus	Šárka Fenyková	Viktor Mravčík, epidemiolog závislostí a poradce národního protidrogového koordinátora. Kratom, nikotin v sáčcích, konopí - všechny tyto návykové látky čekají legislativní změny. Jakým směrem se chce Česko vydat? Jsme zemí, která je k návykovým látkám tolerantní? A vyplácí se nám politika dekriminalizace? Moderuje Šárka Fenyková.     
18471651	plus	2023-02-15	16:33:58	16:59:14	00:25:16	True	Interview Plus	Šárka Fenyková	Viktor Mravčík, epidemiolog závislostí a poradce národního protidrogového koordinátora. Kratom, nikotin v sáčcích, konopí ? všechny tyto návykové látky čekají legislativní změny. Jakým směrem se chce Česko vydat? Jsme zemí, která je k návykovým látkám tolerantní? A vyplácí se nám politika dekriminalizace? Moderuje Šárka Fenyková.     
18471694	plus	2023-02-16	05:05:00	05:30:00	00:25:00	True	Interview Plus	Šárka Fenyková	Viktor Mravčík, epidemiolog závislostí a poradce národního protidrogového koordinátora. Kratom, nikotin v sáčcích, konopí ? všechny tyto návykové látky čekají legislativní změny. Jakým směrem se chce Česko vydat? Jsme zemí, která je k návykovým látkám tolerantní? A vyplácí se nám politika dekriminalizace? Moderuje Šárka Fenyková.     
18471731	plus	2023-02-16	11:34:09	12:00:00	00:25:51	False	Interview Plus	Jan Bumba	Daniel Münich, ekonom z akademického pracoviště CERGE-EI. Vláda se dohodla na dalším zvýšení důchodů, starobní penze mají od června vzrůst v průměru o 750 korun. Podle kabinetu je nutné změnit vzorec valorizací, které neúměrně zatěžují státní rozpočet. Bude to ale stačit ke stabilizaci celého systému? A je vůbec v Česku proveditelná skutečná důchodová reforma? Moderuje Jan Bumba.
18471760	plus	2023-02-16	16:34:00	17:00:00	00:26:00	True	Interview Plus	Jan Bumba	Daniel Münich, ekonom z akademického pracoviště CERGE-EI. Vláda se dohodla na dalším zvýšení důchodů, starobní penze mají od června vzrůst v průměru o 750 korun. Podle kabinetu je nutné změnit vzorec valorizací, které neúměrně zatěžují státní rozpočet. Bude to ale stačit ke stabilizaci celého systému? A je vůbec v Česku proveditelná skutečná důchodová reforma? Moderuje Jan Bumba.
18471807	plus	2023-02-17	05:05:00	05:30:00	00:25:00	True	Interview Plus	Jan Bumba	Daniel Münich, ekonom z akademického pracoviště CERGE-EI. Vláda se dohodla na dalším zvýšení důchodů, starobní penze mají od června vzrůst v průměru o 750 korun. Podle kabinetu je nutné změnit vzorec valorizací, které neúměrně zatěžují státní rozpočet. Bude to ale stačit ke stabilizaci celého systému? A je vůbec v Česku proveditelná skutečná důchodová reforma? Moderuje Jan Bumba.
18471844	plus	2023-02-17	11:34:00	12:00:00	00:26:00	False	Interview Plus		Victor Conrad Ronneberg, norský velvyslanec v Česku. Podobně jako si Češi a Slováci připomínají výsadkáře, kteří zastřelili nacistického pohlavára Reinharda Heydricha, připomínají si Norové skupinu osmi partyzánů, kteří přesně před osmdesáti lety vyhodili do vzduchu nacistickou továrnu na těžkou vodu. Proč se norští odbojáři zaměřili právě na zmíněnou továrnu? Jak to, že se všem osmi podařilo uniknout? Jakub Lucký mluví s norským velvyslancem v Česku, který je příbuzný s mužem, jenž skupinu partyzánu v pouhých třiadvaceti letech vedl. Moderuje Jakub Lucký.
18471873	plus	2023-02-17	16:34:00	16:59:00	00:25:00	True	Interview Plus		Victor Conrad Ronneberg, norský velvyslanec v Česku. Podobně jako si Češi a Slováci připomínají výsadkáře, kteří zastřelili nacistického pohlavára Reinharda Heydricha, připomínají si Norové skupinu osmi partyzánů, kteří přesně před osmdesáti lety vyhodili do vzduchu nacistickou továrnu na těžkou vodu. Proč se norští odbojáři zaměřili právě na zmíněnou továrnu? Jak to, že se všem osmi podařilo uniknout? Jakub Lucký mluví s norským velvyslancem v Česku, který je příbuzný s mužem, jenž skupinu partyzánu v pouhých třiadvaceti letech vedl.   
18472136	plus	2023-02-20	11:33:31	12:00:00	00:26:29	False	Interview Plus	Jan Bumba	David Navrátil, hlavní ekonom České spořitelny. Silný pokles reálných příjmů způsobený inflací vede k tomu, že lidé v České republice mnohem méně utrácejí než v minulých letech, hlavně těch před covidem. Klesající spotřeba je podle statistiků hlavním důvodem zpomalování celé ekonomiky. Jak hluboký a dlouhodobý může pokles spotřeby být? Jaké problémy to způsobuje? A může s tím něco udělat vláda? Moderuje Jan Bumba.
18472165	plus	2023-02-20	16:34:00	17:00:00	00:26:00	True	Interview Plus	Jan Bumba	David Navrátil, hlavní ekonom České spořitelny. Silný pokles reálných příjmů způsobený inflací vede k tomu, že lidé v České republice mnohem méně utrácejí než v minulých letech, hlavně těch před covidem. Klesající spotřeba je podle statistiků hlavním důvodem zpomalování celé ekonomiky. Jak hluboký a dlouhodobý může pokles spotřeby být? Jaké problémy to způsobuje? A může s tím něco udělat vláda? Moderuje Jan Bumba.
18472212	plus	2023-02-21	05:05:00	05:30:00	00:25:00	True	Interview Plus	Jan Bumba	David Navrátil, hlavní ekonom České spořitelny. Silný pokles reálných příjmů způsobený inflací vede k tomu, že lidé v České republice mnohem méně utrácejí než v minulých letech, hlavně těch před covidem. Klesající spotřeba je podle statistiků hlavním důvodem zpomalování celé ekonomiky. Jak hluboký a dlouhodobý může pokles spotřeby být? Jaké problémy to způsobuje? A může s tím něco udělat vláda? Moderuje Jan Bumba.
18472249	plus	2023-02-21	11:33:36	11:59:20	00:25:44	False	Interview Plus	Jan Bumba	Markéta Řeháková, mluvčí nastupujícího prezidenta. Dva týdny před inaugurací nového prezidenta Petra Pavla už víme, kdo obsadí některé důležité pozice v jeho týmu. U některých postů ale naopak stále panují dohady a spekulace. Dozví se veřejnost všechna jména před 9. březnem? A musí Petr Pavel ještě zapracovat na svém veřejném projevu, nebo už všechno umí? Moderuje Jan Bumba.
18472278	plus	2023-02-21	16:34:00	16:59:00	00:25:00	True	Interview Plus	Jan Bumba	Markéta Řeháková, mluvčí nastupujícího prezidenta. Dva týdny před inaugurací nového prezidenta Petra Pavla už víme, kdo obsadí některé důležité pozice v jeho týmu. U některých postů ale naopak stále panují dohady a spekulace. Dozví se veřejnost všechna jména před 9. březnem? A musí Petr Pavel ještě zapracovat na svém veřejném projevu, nebo už všechno umí? Moderuje Jan Bumba.
18472325	plus	2023-02-22	05:05:00	05:30:00	00:25:00	True	Interview Plus	Jan Bumba	Markéta Řeháková, mluvčí nastupujícího prezidenta. Dva týdny před inaugurací nového prezidenta Petra Pavla už víme, kdo obsadí některé důležité pozice v jeho týmu. U některých postů ale naopak stále panují dohady a spekulace. Dozví se veřejnost všechna jména před 9. březnem? A musí Petr Pavel ještě zapracovat na svém veřejném projevu, nebo už všechno umí? Moderuje Jan Bumba.
18472362	plus	2023-02-22	11:33:31	11:59:00	00:25:29	False	Interview Plus	Jan Bumba	Jan Doležal, prezident Agrární komory. Ceny potravin v Česku v poslední době rostou rychleji než inflace. Kdo za zadražování může? Velké obchodní řetězce nebo klíčoví dodavatelé, občas nelichotivě přezdívaní agrobaroni? Moderuje Jan Bumba.
18472391	plus	2023-02-22	16:34:00	16:59:00	00:25:00	True	Interview Plus	Jan Bumba	Jan Doležal, prezident Agrární komory. Ceny potravin v Česku v poslední době rostou rychleji než inflace. Kdo za zadražování může? Velké obchodní řetězce nebo klíčoví dodavatelé, občas nelichotivě přezdívaní agrobaroni? Moderuje Jan Bumba.
18472434	plus	2023-02-23	05:05:00	05:30:00	00:25:00	True	Interview Plus	Jan Bumba	Jan Doležal, prezident Agrární komory. Ceny potravin v Česku v poslední době rostou rychleji než inflace. Kdo za zadražování může? Velké obchodní řetězce nebo klíčoví dodavatelé, občas nelichotivě přezdívaní agrobaroni? Moderuje Jan Bumba.
18472471	plus	2023-02-23	11:33:33	12:00:00	00:26:27	False	Interview Plus	Šárka Fenyková	Ondřej Kania, podnikatel ve školství. Začíná boj o místa na středních školách. Do devátých tříd totiž dospěly silné populační ročníky. Kam dítě poslat, aby u přijímaček uspělo? A proč vůbec není český školský systém připravený poskytnout vzdělání všem, kteří o něj mají zájem? Moderuje Šárka Fenyková.
18472500	plus	2023-02-23	16:34:00	17:00:00	00:26:00	True	Interview Plus	Šárka Fenyková	Ondřej Kania, podnikatel ve školství. Začíná boj o místa na středních školách. Do devátých tříd totiž dospěly silné populační ročníky. Kam dítě poslat, aby u přijímaček uspělo? A proč vůbec není český školský systém připravený poskytnout vzdělání všem, kteří o něj mají zájem? Moderuje Šárka Fenyková.
18472547	plus	2023-02-24	05:05:00	05:30:00	00:25:00	True	Interview Plus	Šárka Fenyková	Ondřej Kania, podnikatel ve školství. Začíná boj o místa na středních školách. Do devátých tříd totiž dospěly silné populační ročníky. Kam dítě poslat, aby u přijímaček uspělo? A proč vůbec není český školský systém připravený poskytnout vzdělání všem, kteří o něj mají zájem? Moderuje Šárka Fenyková.
18472584	plus	2023-02-24	11:33:38	12:00:00	00:26:22	False	Interview Plus	Jan Bumba	Hostem je Jan Černý, ředitel sociálních a vzdělávacích programů Člověka v tísni. Během uplynulého roku odešlo z Ukrajiny do Evropy osm milionů lidí. Někteří z nich čekají na první vhodný okamžik k návratu, jiní se snaží zapustit kořeny v nových domovech. Jakou pomoc přitom mohou očekávat, pokud přicházejí do České republiky? Moderuje Jan Bumba.
18472613	plus	2023-02-24	16:34:00	16:59:00	00:25:00	True	Interview Plus	Jan Bumba	Hostem je Jan Černý, ředitel sociálních a vzdělávacích programů Člověka v tísni. Během uplynulého roku odešlo z Ukrajiny do Evropy osm milionů lidí. Někteří z nich čekají na první vhodný okamžik k návratu, jiní se snaží zapustit kořeny v nových domovech. Jakou pomoc přitom mohou očekávat, pokud přicházejí do České republiky? Moderuje Jan Bumba.
18472876	plus	2023-02-27	11:33:32	12:00:00	00:26:28	False	Interview Plus	Jan Bumba	Daniel Pitek, soukromý zemědělec a lesník. České lesy a pole ničí přemnožená zvěř. Zejména majitelé menších honebních pozemků jsou přesvědčeni, že situace je neudržitelná a nejen že vede ke stamilionovým ztrátám, ale také poškozuje přírodu. Ke změně stávajícího systému se zavázala i vládní koalice ve svém programovém prohlášení. Co by se mělo změnit na dlouho fungujícím systému myslivosti v České republice? Moderuje Jan Bumba.
18472905	plus	2023-02-27	16:34:00	17:00:00	00:26:00	True	Interview Plus	Jan Bumba	Daniel Pitek, soukromý zemědělec a lesník. České lesy a pole ničí přemnožená zvěř. Zejména majitelé menších honebních pozemků jsou přesvědčeni, že situace je neudržitelná a nejen že vede ke stamilionovým ztrátám, ale také poškozuje přírodu. Ke změně stávajícího systému se zavázala i vládní koalice ve svém programovém prohlášení. Co by se mělo změnit na dlouho fungujícím systému myslivosti v České republice? Moderuje Jan Bumba.
18472952	plus	2023-02-28	05:05:00	05:30:00	00:25:00	True	Interview Plus	Jan Bumba	Daniel Pitek, soukromý zemědělec a lesník. České lesy a pole ničí přemnožená zvěř. Zejména majitelé menších honebních pozemků jsou přesvědčeni, že situace je neudržitelná a nejen že vede ke stamilionovým ztrátám, ale také poškozuje přírodu. Ke změně stávajícího systému se zavázala i vládní koalice ve svém programovém prohlášení. Co by se mělo změnit na dlouho fungujícím systému myslivosti v České republice? Moderuje Jan Bumba.
